id_paper0,id_paper1
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","NG P.T., 2008, RAFFLES B ZOOLOG S17, P1"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","OFCOM, 2004, OFC STRAT PRIOR PROM"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","PARTNERSHIP FOR 21ST CENTURY SKILLS, 2009, FRAM 21 CENT LEARN"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","SCHWARZ G., 2005, MEDIA LITERACY TRANS, P5"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","STEWART V., 2012, WORLD CLASS ED LEARN"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","TAN H. M., 2006, P AS PAC C LIB INF E, P198"
"LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012","ZURKOWSKI P. G., 1974, 5 NAT PROGR LIB INF"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GOMEZ JIA, 2009, COMUNICAR, P7, DOI 10.3916/C32-2009-00-001"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GOMEZ JIA, 2012, COMUNICAR, P7, DOI 10.3916/C38-2012-01-01"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","ALBERICH J., 2005, COMUNICACION AUDIOVI"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","ANDREWS S., 2009, IEEE INT C COMM WORK, P1"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","APARICI R., 2008, LECTURA IMAGENES ERA"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","APARICI ROBERTO, 2005, REV EDUC, P85"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MOREIRA MA, 2012, COMUNICAR, P13, DOI 10.3916/C38-2012-02-01"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","BAUTISTA A., 2007, REV EDUC, P589"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","BAWDEN D, 2002, ANALES DOCUMENTACION, V5, P361, DOI DOI 10.6018/2261"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","BYRNE A., 2005, ANALES DOCUMENTACION, P7"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","CABERO J, 2011, EDUC XX1, V14, P89"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","CAMARGO C. F., MULTIMEDIA LITERACY"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","CORDES S., 2009, IFLA GEN C COUNC MIL"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","DALEY E., 2003, EDUCAUSE REV, V38, P32"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","DONDIS D. A., 2003, SINTAXIS IMAGEN INTR"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","DUDZIAK E. A., 2003, CIENCIA DA INFORMACAO, V32, P23, DOI 10.1590/S0100-19652003000100003"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","ERSTAD O., 2003, YOUNG, V11, P11"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","FERREIRO E., 2005, IFLA J, V31, P35"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GENZUK M., 2005, URBANED J ROSSIER SC, P18"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ A, 2000, ALFABETIZACION MULTI"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ A., 2003, VISIONS REVISIONS MO"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ A., 2003, ALFABETIZACION DIGIT"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ A., 1998, DIALOGOS COMUNICACIO, P52"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MARTIN AG, 2012, COMUNICAR, P31, DOI 10.3916/C38-2012-02-03"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MARTIN AG, 2012, COMUNICAR, P10, DOI 10.3916/C38-2012-02-00"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HARTLEY J., 2007, INT J CULTURAL STUD, V10, P135, DOI [10.1177/1367877907073908, DOI 10.1177/1367877907073908]"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HARTLEY J, 2008, MEDIA INT AUSTR"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HATTWIG D, 2013, PORTAL-LIBR ACAD, V13, P61, DOI 10.1353/PLA.2013.0008"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HOBBS R., 2006, INT HDB LITERACY TEC, VII, P15"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HOBBS R., 2009, J MEDIA LITERACY ED, V1, P1"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HOFSTETTER FRED T., 2001, MULTIMEDIA LITERACY"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","IFLA, 2011, REC IFLA ALF INF MED"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","AGUADED-GOMEZ JI, 2013, COMUNICAR, P7, DOI 10.3916/C40-2013-01-01"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","KELLNER D., 2005, DISCOURSE STUDIES CU, V26, P369, DOI [10.1080/01596300500200169, DOI 10.1080/01596300500200169]"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","KULTHAU C., 1993, SCH LIB MEDIA Q, V22"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","LAU J., 2013, MEDIA INFORM LITERAC, P63"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","LEE A. Y. L., 2013, COMMUNICAR, V21, P137"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","LEMKE J., 2005, HDB LITERACY TECHNOL"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","LEMKE J., 1998, LINGUISTIC ED, V10, P247"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","LONSDALE M, 2004, LITERACY NEW MILLENN"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MACKEY TP, 2011, COLL RES LIBR, V72, P62, DOI 10.5860/CRL-76R1"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MACKEY TP, 2005, J INF SCI, V31, P541, DOI 10.1177/0165551505057018"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ MARTIN A, 2000, PEDAGOGIA VIVA"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","HOTTMANN A., 2002, DEMOCRACY MULTIMEDIA"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ MARTIN A, 2000, INFLUENCIA DISCURSO"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","GUTIERREZ MARTIN A, 2000, ALFABETIZACION MULTI"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MCPHERSON K, 2004, TEACHER LIB, V32, P60"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","MESSARIS P, 1998, J COMMUN, V48, P70, DOI 10.1111/J.1460-2466.1998.TB02738.X"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","NATHARIUS D, 2004, AM BEHAV SCI, V48, P238, DOI 10.1177/0002764204267269"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","NEGROPONTE NICHOLAS, 1995, EL MUNDO DIGITAL"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","CAZDEN C., 1996, HARVARD EDUC REV, V66, P60"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","PASADAS C, 2008, BRECHA DIGITAL NUEVA, P59"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","ALBERICH PASCUAL J., 2005, COMUNICACION AUDIOVI"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","PAUL PV, 2006, J DEAF STUD DEAF EDU, V11, P382, DOI 10.1093/DEAFED/ENJ039"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","PEDROSO T., 2003, AGORA DIGITAL, P1"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","PINTO MARIA, 2009, ALFABETIZACION MULTI"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","PONJUAN G, 2002, C INT INFORMACION IN, V7"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","SANTOS E. M., 2008, PERSPECT CIENC INF, V13, P208"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","THOMAS S., 2007, 1 MONDAY, V12"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","TIRADO ALEJANDRO URIBE, 2012, PERSPECT. CIÊNC. INF., V17, P134, DOI 10.1590/S1413-99362012000100008"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","TYNER K, 2008, COMUNICAR, P79, DOI 10.3916/C30-2008-01-012"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","UNESCO, 2006, ALF FACT VIT INF SEG"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","WILSON C, 2012, COMUNICAR, P15, DOI 10.3916/C39-2012-02-01"
"FRIAS-GUZMAN M, 2015, PERSPECT CIENC INF, V20, P15, DOI 10.1590/1981-5344/2393","ZAIN AM, 2009, MALAYS J ELT RES, V5, P1"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","ARISTIZABAL P., 2013, AULA ABIERTA, V41, P91"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","STERN V., 1983, OBSERVING RECORDING"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","GONZALEZ BRIONES C., 2011, ALFABETIZACION MEDIA"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","CRUZ V., 2013, REV INVESTIGACION ED, V31, P393"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","ABAD J., 2011, EL JUEGO SIMBOLICO"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","ARE M., 2005, NUEVAS TECNOLOGIAS G"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","FLICK U., 2004, INTRO INVESTIGACION"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","GIRALDEZ A., 2009, PARTICIPACION ED, V12, P110"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","KRUEGER R. A., 1991, GRUPO DISCUSION GUIA"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","LACAN J., 1953, B ASS FREUDIENNE, V1, P4"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","MAHLER M, 1975, NACIMIENTO PSICOLOGI"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","MALAGUZZI L., 2005, CIEN LENGUAJES INFAN"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","MARTINEZ L, 2012, COMUNICAR, P157, DOI 10.3916/C38-2012-03-07"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","MOTOS T., 2010, AULA REV PEDAGOGIA U, V16, P49"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","TORNERO JMP, 2008, COMUNICAR, P15, DOI 10.3916/C31-2008-01-002"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","RODRIGUEZ G., 1996, METODOLOGIA INVESTIG"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","SANTIAGO K., 2012, REV INVESTIGACION ED, V30, P367"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","NAVARRO M. R., 2006, CUESTIONES PEDAGOGIC, P161"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","TISSERON S., 2006, INTERNET VIDEOJUEGOS"
"ARISTIZABAL P, 2015, REV INVESTIG EDUC, V13, P243","VALLES M., 2003, TECNICAS CUALITATIVA"
"PARTRIDGE RS, 2015, INT J BUS COMMUN, V52, P479, DOI 10.1177/2329488415598431","OHLER JB, 2013, DIGITAL STORYTELLING"
"BROCK M, 2015, J LANG LIT EDUC, V11, P197","ANDERSON LW, 2001, TAXONOMY LEARNING TE"
"BROCK M, 2015, J LANG LIT EDUC, V11, P197","ARMSTRONG S, 2011, INFORM LITERACY NAVI"
"BROCK M, 2015, J LANG LIT EDUC, V11, P197","BLOOM B S, 1956, TAXONOMY ED OBJECTIV"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","[ANONYMOUS], 2012, AM COUNC TEACH FOR L"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","ALLEN HW, 2007, CONTEMP LANG STUD ED, P189"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","BARTHES R., 1957, MYTHOLOGIES"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","BERNOTAS MONIKA, 2011, WILLIAM MARY ST 0910"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","BERNOTAS MONIKA, 2013, BELARUS DIGEST  0905"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","BREW A., 2003, HIGHER ED RES DEV, V22, P3, DOI DOI 10.1080/0729436032000056571"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","CONFINO, 1997, AM HIST REV, V102, P1386, DOI DOI 10.2307/3034691"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","CORNEY F., 2004, TELLING OCTOBER MEMO"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","CUBILLOS JH, 2008, FOREIGN LANG ANN, V41, P157, DOI 10.1111/J.1944-9720.2008.TB03284.X"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","EDWARDS ED, 2001, J FILM VIDEO, V53, P9"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","GRABE W, 1997, CONTENT BASED CLASSR, P5"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","INSTITUTE OF INTERNATIONAL EDUCATION IN PARTNERSHIP WITH THE BUREAU OF EDUCATIONAL AND CULTURAL AFFAIRS US STATE DEPARTMENT, 2013, 2013 OP DOORS REP IN"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","JENKINS A., 2003, LINKING RES TEACHING"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","JOHNSON D. W., 1998, ACTIVE LEARNING COOP"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","KEATING K., 1994, J INSTRUCTIONAL PSYC, V21, P57"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","KOLB D. A., 1984, EXPERIENTIAL LEARNIN"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","MCGRATH ALEX, 2011, RES DIARY 2011  0927"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","NORA PIERRE, 1997, REALMS MEMORY RETHIN, PXV"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","PROKHOROV ALEXANDER, 2009, RUSSIAN MOVIE THEATE"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","RAISKUMS BERNADINE W, 2008, THESIS CAPELLA U"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","REYNOLDS-CASE A, 2013, FOREIGN LANG ANN, V46, P311, DOI 10.1111/FLAN.12034"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","STERNBERG R. J., 2001, PERSPECTIVES THINKIN"
"PROKHOROV A, 2015, J FILM VIDEO, V67, P112","[ANONYMOUS], 2009, WILLIAM MARY ST PETE"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","SCOLARI CA, 2012, COMUN SOC-NAVARRA, V25, P137"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","SCOLARI CA, 2009, INT J COMMUN-US, V3, P586"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BERCIANO RA, 2012, ANALISI, P33"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","ARDEVOL E., 2003, ATHENEA DIGITAL, V3, P72"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","ASKWITH I., 2007, THESIS"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BACON-SMITH C., 1992, ENTERPRISING WOMEN T"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BAYM NANCY, 2000, TUNE LOG SOAPS FANDO"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BERTETTI P, 2014, INT J COMMUN-US, V8, P2344"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BLACK RW, 2005, J ADOLESC ADULT LIT, V49, P118, DOI 10.1598/JAAL.49.2.4"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","RUTLEDGE P., 2011, TRANSMEDIA STORYTELL"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BUSSE K., 2006, FAN FICTION FAN COMM, P5"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","BUSSE K., 2007, EPHEMERAL TRACES"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","COCHRAN T., 2014, MULTIPLE WORLDS FRIN"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","MOORE B., 2007, TELEV NEW MEDIA, V8, P281"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","FERRANDIZ RAUL RODRIGUEZ, 2014, CIC CUADERNOS INFORM, V19, P19, DOI DOI 10.5209/REV_CIYC.2014.V19.43901"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","RITA VALADAS GONCALVES ANA, 2011, THESIS"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","GRANDIO M., 2012, PARTICIPATIONS JOURN, V9, P558"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","GRAY JONATHAN, 2007, PARTICIPATIONS, V4"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","GUERRERO MAR, 2012, SIGNO PENSAM., V31, P74"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","HELLEKSON K, 2009, CINEMA J, V48, P113"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","HERNANDEZ-GARCIA P, 2013, PALABRA CLAVE, V16, P449, DOI 10.5294/PACLA.2013.16.2.7"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","HILLS M., 2002, FAN CULTURES"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","JENKINS H., 2003, TECHNOLOGY REV"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","JENKINS H., 2008, CONVERGENCE CULTURE"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","JENKINS H., 1992, TEXTUAL POACHERS TEL"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","JENKINS H, 2007, TRANSMEDIA STORYTELL"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","KARPOVICH A. I., 2006, FAN FICTION FAN COMM, P171"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","LACALLE R., 2011, AMBITOS, V20, P87"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","LEVY PIERRE, 1997, COLLECTIVE INTELLIGE"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","PEARSON R, 2010, POP COMMUN, V8, P84, DOI 10.1080/15405700903502346"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","PORTO-RENO D, 2011, PALABRA CLAVE, V14, P201, DOI 10.5294/PACLA.2011.14.2.1"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","FERRANDIZ RR, 2012, ANALISI, P65"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","SCOLARI C, 2013, NARRATIVAS TRANSMEDI"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","SCOLARI CA, 2013, SEMIOTICA, V195, P45, DOI 10.1515/SEM-2013-0038"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","SOEP E, 2012, COMUNICAR, P93, DOI 10.3916/C38-2012-02-10"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","STUART S. CLARKE, 2011, LOOKING GLASS EXPLOR"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","TUR-VINES V., 2014, CUADERNOS INFO, V34, P115, DOI [10.7764/CDI.34.549., DOI 10.7764/CDI.34.549]"
"GUERRERO-PICO M, 2015, PALABRA CLAVE, V18, P722, DOI 10.5294/PACLA.2015.18.3.5","DE LOPES MIV, 2012, ANALISI, P111"
"DAVIS S, 2015, REV COMUN MIDIATICA, V10, P11",NA
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","TESKE R., 2006, WORKS SAINTAUGUSTINE"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","BAKER-BRIAN NICHOLAS J., 2011, MANICHAEISM ANCIENT"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","COYLE JK, 2009, NAG HAMMADI MANICHAE, V69, P1"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","DALTON R. W., 2001, VIDEO KIDS CHRISTIAN"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","DALTON R.W., 2011, LIGHT ALL SHADOW REL, P171"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","MARION ISAAC, 2011, WARM BODIES"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","ROWLING J.K., 2007, HARRY POTTER DEATHLY"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","SHIPPEY T., 2002, JRR TOLKIEN AUTHOR C"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","[ANONYMOUS], 2013, EMPIRE MAGAZINE 0617"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","TEMBLAY R, 2003, FREETHOUGHT TODAY, V20, P6"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","TOLKIEN J. R. R., 2002, RETURN KING BEING"
"DALTON RW, 2015, RELIG EDUC, V110, P395, DOI 10.1080/00344087.2015.1063963","TOLKIEN J. R. R., 1981, LETT JRR TOLKIEN"
